t,q0,q1,q2,q3,q4,q5,qdot0,qdot1,qdot2,qdot3,qdot4,qdot5,tau0,tau1,tau2,tau3,tau4,tau5
4.080000000000000293e-01,7.585739708455759844e-01,2.774012272624772457e+00,-2.038064141264273488e+00,-7.647423031545510508e-01,-1.343780183586023469e+00,1.530844652026756680e+00,2.515185436151238241e-01,3.039426862681704922e+00,2.170877413110595400e-01,-3.085109355455939006e+00,1.567836017599467946e-01,3.055425546882033050e+00,-8.087915494272553962e-01,-3.299999864183840970e+01,-8.735052036166397471e+00,-2.656980395062393807e+00,-1.442639823062735749e+00,-6.011152246419508571e-02
4.100000000000000311e-01,7.590683756248605141e-01,2.780530266133012685e+00,-2.038136141517209232e+00,-7.713293015966444788e-01,-1.343614778634833584e+00,1.537471943908492955e+00,2.526287102748547286e-01,2.964263179357522926e+00,3.048615114911000790e-01,-3.009639948510664631e+00,1.816206564446512239e-01,2.966238905068469656e+00,-9.326273918192067303e-01,-3.299999829930328588e+01,-8.612204451544577921e+00,-2.616114623724343335e+00,-1.448675041158587584e+00,-6.836681564430636959e-02
4.120000000000000329e-01,7.595666567559655746e-01,2.786898438979481529e+00,-2.038035701686849777e+00,-7.777715960105062720e-01,-1.343398976781917664e+00,1.543923610870762131e+00,2.535845701097904081e-01,2.883522661359216421e+00,4.020175968276673006e-01,-2.915345948271223175e+00,2.067634757346554220e-01,2.868754173587930278e+00,-1.060427124865241488e+00,-3.299999823520152376e+01,-8.589299474338186968e+00,-2.608005746747618314e+00,-1.434727147121471313e+00,-7.187599299400321273e-02
4.140000000000000346e-01,7.600683224431632468e-01,2.793113749310348837e+00,-2.037757144434289458e+00,-7.840577954312110132e-01,-1.343132797581342519e+00,1.550194631649434607e+00,2.543590704337851394e-01,2.798403277402734091e+00,5.066232406343618155e-01,-2.806105220058843663e+00,2.321188600223890453e-01,2.764680758463504695e+00,-1.192369398020172833e+00,-3.299999839213207053e+01,-8.652427962750646628e+00,-2.628137427695918849e+00,-1.403793929086437187e+00,-7.127825578878839441e-02
4.160000000000000364e-01,7.605728808907248339e-01,2.799173155271783120e+00,-2.037294792420618617e+00,-7.901765088938327297e-01,-1.342816260587173183e+00,1.556279984980379671e+00,2.549251585606928661e-01,2.710102996204023729e+00,6.167456862247836513e-01,-2.685795629194755119e+00,2.575936097002814451e-01,2.655728065718280462e+00,-1.328632860738814037e+00,-3.299999871269388763e+01,-8.787680774985361154e+00,-2.671993330132943711e+00,-1.358873175188535232e+00,-6.721280530416465226e-02
4.180000000000000382e-01,7.610798403029234160e-01,2.805073615009956445e+00,-2.036642968306932922e+00,-7.961163454334466705e-01,-1.342449385353477576e+00,1.562174649599468390e+00,2.552557818043683091e-01,2.619819786479035351e+00,7.304521769125338349e-01,-2.558295041000191006e+00,2.830945251607624447e-01,2.543605501375351796e+00,-1.469396162475979040e+00,-3.299999913948597197e+01,-8.981148769245756114e+00,-2.735057117622394784e+00,-1.302962673562816809e+00,-6.031884281563485578e-02
4.200000000000000400e-01,7.615887088840296304e-01,2.810812086671034660e+00,-2.035795994754322713e+00,-8.018659140851267519e-01,-1.342032191434320731e+00,1.567873604242570051e+00,2.553238874786651347e-01,2.528751616943712754e+00,8.458099560112123383e-01,-2.427481320796379016e+00,3.085284067962612009e-01,2.430022471457805366e+00,-1.614837952686480227e+00,-3.299999961510724944e+01,-9.218922803735237537e+00,-2.812812453727970396e+00,-1.239060212344330836e+00,-5.123556959870172178e-02
4.220000000000000417e-01,7.620989948383166679e-01,2.816385528401190275e+00,-2.034748194423883660e+00,-8.074138238839480008e-01,-1.341564698383769905e+00,1.573371827645555054e+00,2.551024228974379526e-01,2.438096456314009064e+00,9.608862668344200220e-01,-2.297232333904551282e+00,3.338020549992075092e-01,2.316688381988732726e+00,-1.765136880825131982e+00,-3.300000008215671699e+01,-9.487093736657230991e+00,-2.900743002013371985e+00,-1.170163579668129339e+00,-4.060218692886806424e-02
4.240000000000000435e-01,7.626102063700557210e-01,2.821790898346591359e+00,-2.033493889976706548e+00,-8.127486838649849998e-01,-1.341046925755890573e+00,1.578664298544293576e+00,2.545643353745408732e-01,2.349052273305868521e+00,1.073748352695756969e+00,-2.171425945645936828e+00,3.588222701620307209e-01,2.205312638991224095e+00,-1.920471596346746912e+00,-3.300000048323332891e+01,-9.771752426215144283e+00,-2.994332426042299211e+00,-1.099270563669261680e+00,-2.905789608163666243e-02
4.260000000000000453e-01,7.631218516835193144e-01,2.827025154653408201e+00,-2.032027404073885712e+00,-8.178591030633119985e-01,-1.340478893104750435e+00,1.583745995674656015e+00,2.536825722238281178e-01,2.262817036635242030e+00,1.182463456908823485e+00,-2.053940021341766897e+00,3.834958526771604648e-01,2.097604648488369694e+00,-2.081020748706138512e+00,-3.300000076093605372e+01,-1.005898973061239765e+01,-3.089064389378452624e+00,-1.029378952482778775e+00,-1.724189833251037196e-02
4.280000000000000471e-01,7.636334389829790847e-01,2.832085255467810203e+00,-2.030343059376512826e+00,-8.227336905140038015e-01,-1.339860619984414303e+00,1.588611897772511661e+00,2.524300807591539630e-01,2.180588715018076051e+00,1.285098822787220874e+00,-1.948652426313271402e+00,4.077296029370262032e-01,1.995273816503258413e+00,-2.246962987358120500e+00,-3.300000085786385284e+01,-1.033489650805240245e+01,-3.180422555585531885e+00,-9.634865342437306523e-01,-5.793394956991875823e-03
4.300000000000000488e-01,7.641444764727072236e-01,2.836968158935966766e+00,-2.028435178545681339e+00,-8.273610552521349915e-01,-1.339192125948949874e+00,1.593256983573731800e+00,2.507798082943726303e-01,2.103565277170319270e+00,1.379721693644548886e+00,-1.859441025881681142e+00,4.314303213340577314e-01,1.900029549058981360e+00,-2.418476961757506594e+00,-3.300000071661570900e+01,-1.058556361673858071e+01,-3.263890588227237544e+00,-9.045910970871680057e-01,4.648412769415985121e-03
4.320000000000000506e-01,7.646544723569757007e-01,2.841670823204046847e+00,-2.026298084242484698e+00,-8.317298063127798180e-01,-1.338473430552422627e+00,1.597676231814185277e+00,2.487047021433382021e-01,2.032944691807918591e+00,1.464399312794407937e+00,-1.790183685368226030e+00,4.545048082606841788e-01,1.813581252178627867e+00,-2.595741321359108955e+00,-3.300000027979056227e+01,-1.079708191487433844e+01,-3.334952150867268372e+00,-8.556904291481413072e-01,1.344432357121041859e-02
4.340000000000000524e-01,7.651629342454746574e-01,2.846190232747952908e+00,-2.023926141607393703e+00,-8.358286379612500649e-01,-1.337704555397300155e+00,1.601864658800175922e+00,2.461777555947776697e-01,1.969921576666136653e+00,1.537204141519536771e+00,-1.744747187153395496e+00,4.768600649163904359e-01,1.737633640467084239e+00,-2.778930689688996925e+00,-3.299999949041250602e+01,-1.095557432745729365e+01,-3.389101254709912414e+00,-8.197749268708088843e-01,1.995656811725812080e-02
4.360000000000000542e-01,7.656692363186383687e-01,2.850529280664821918e+00,-2.021323248523300808e+00,-8.396653708699755025e-01,-1.336885981765150389e+00,1.605825711970298553e+00,2.431822790990302019e-01,1.914938560244529686e+00,1.597379598798425615e+00,-1.724511205241066270e+00,4.984481553518381736e-01,1.672838633446609879e+00,-2.967316236818144048e+00,-3.299999838690408183e+01,-1.105435984723701814e+01,-3.424154011580793355e+00,-7.981762269203335203e-01,2.386871785767102558e-02
4.380000000000000560e-01,7.661724513510941303e-01,2.854704207145056127e+00,-2.018514836560425962e+00,-8.432910307045049514e-01,-1.336019229315117851e+00,1.609581884003077556e+00,2.397248887327207423e-01,1.866739588715367271e+00,1.646814201503693953e+00,-1.725237238740046086e+00,5.193229369217360336e-01,1.617469972447271420e+00,-3.158128305176873596e+00,-3.299999722318514017e+01,-1.110301279687443454e+01,-3.443171969144710687e+00,-7.884789629623545348e-01,2.559022684861427671e-02
4.400000000000000577e-01,7.666716107544374603e-01,2.858733084050063322e+00,-2.015529292436589071e+00,-8.467625723114710068e-01,-1.335105960206747211e+00,1.613158281225791635e+00,2.358153988898103737e-01,1.823835491789342234e+00,1.687759463079901989e+00,-1.741915783828789976e+00,5.395522364525843217e-01,1.569475032605611053e+00,-3.348317166866504380e+00,-3.299999628274908758e+01,-1.111333827810550012e+01,-3.449936525636903895e+00,-7.877535535754711660e-01,2.563016470233933641e-02
4.420000000000000595e-01,7.671657459402625445e-01,2.862633983241245073e+00,-2.012395002869606486e+00,-8.501369505375043767e-01,-1.334147836599581360e+00,1.616580009965717268e+00,2.314636239642594850e-01,1.784737099177144071e+00,1.722466896971606820e+00,-1.769537336685750528e+00,5.592038807708824555e-01,1.526801189058167418e+00,-3.534833093988351216e+00,-3.299999584908928085e+01,-1.109714139266614019e+01,-3.448229079292607135e+00,-7.930704173382812083e-01,2.449760103109758363e-02
4.440000000000000058e-01,7.676538883201635688e-01,2.866424976580005612e+00,-2.009140354577295895e+00,-8.534711202292366572e-01,-1.333146520653163636e+00,1.619872176550131382e+00,2.266793783500287984e-01,1.747955240589463610e+00,1.753188016623366430e+00,-1.803092393489379663e+00,5.783456967031302964e-01,1.487395816941480486e+00,-3.714626358643729365e+00,-3.299999620569909098e+01,-1.106622724229229426e+01,-3.441831028347054122e+00,-8.014999728293826786e-01,2.270160544714043202e-02
4.460000000000000075e-01,7.681350693057353851e-01,2.870124135927750508e+00,-2.005793734277474982e+00,-8.568220362332993334e-01,-1.332103674527038040e+00,1.623059887306311566e+00,2.214724764410790636e-01,1.712000745736991236e+00,1.782174335479739691e+00,-1.837571450418131525e+00,5.970455110758277062e-01,1.449206291392089341e+00,-3.884647232933956751e+00,-3.299999763607188896e+01,-1.103240092871990008e+01,-3.434523771035482120e+00,-8.101126386273742597e-01,2.075124756271928134e-02
4.480000000000000093e-01,7.686083207118117322e-01,2.873749479119230621e+00,-2.002383446704484982e+00,-8.602464720274515253e-01,-1.331020957824867734e+00,1.626168173949687823e+00,2.158527570979049959e-01,1.675389102811362996e+00,1.811670285419748616e+00,-1.867980670496551365e+00,6.153709653898018495e-01,1.410186408617194687e+00,-4.041855484859158132e+00,-3.300000042035326686e+01,-1.100743069882046044e+01,-3.430076862312105401e+00,-8.159879649848303940e-01,1.915400279813958551e-02
4.500000000000000111e-01,7.690727253702259736e-01,2.877312188647727975e+00,-1.998927424211018211e+00,-8.637782546709118492e-01,-1.329899706785654612e+00,1.629212628457538781e+00,2.098331546368215894e-01,1.637225181479059488e+00,1.843024353144369964e+00,-1.891308354051855378e+00,6.333662541210738350e-01,1.369102345542054344e+00,-4.184412284101901136e+00,-3.300000441513216742e+01,-1.099842199744714044e+01,-3.430761469455857249e+00,-8.173608228563181699e-01,1.821565267149102135e-02
4.520000000000000129e-01,7.695274664152975674e-01,2.880810008314585779e+00,-1.995423206424364881e+00,-8.674060971856342173e-01,-1.328740621894049179e+00,1.632190283714881174e+00,2.034326892262332820e-01,1.597772610790823000e+00,1.875823543314246500e+00,-1.908439802417233544e+00,6.510294734864112698e-01,1.326317468384132114e+00,-4.312840828221797373e+00,-3.300000864425980751e+01,-1.100331292058597477e+01,-3.435902839566450595e+00,-8.147375130977612123e-01,1.784543637315759088e-02
4.540000000000000147e-01,7.699717386775565275e-01,2.884239114843625273e+00,-1.991865954988769172e+00,-8.711134518737033705e-01,-1.327544329499781517e+00,1.635096008442508797e+00,1.966710907019772192e-01,1.557430142009598173e+00,1.909449455263186435e+00,-1.920714743793122015e+00,6.683533442131979196e-01,1.282381390612392869e+00,-4.427939749382372447e+00,-3.300001203448236708e+01,-1.101897256536458514e+01,-3.444482697820933748e+00,-8.088892065953101618e-01,1.790635253894459072e-02
4.560000000000000164e-01,7.704047369875335338e-01,2.887595684958669917e+00,-1.988250831548477926e+00,-8.748837710372042720e-01,-1.326311455952582818e+00,1.637924671361216111e+00,1.895680888998907410e-01,1.516596526398332756e+00,1.943283688324999758e+00,-1.929472906379959607e+00,6.853305870288167734e-01,1.237843725695802144e+00,-4.530507679747150185e+00,-3.300001351254603321e+01,-1.104227002891060039e+01,-3.455482769396357234e+00,-8.005870742351152147e-01,1.826139980465733836e-02
4.580000000000000182e-01,7.708256561757582670e-01,2.890875895383541838e+00,-1.984572997747735990e+00,-8.787005069782212185e-01,-1.325042627602182721e+00,1.640671141191796245e+00,1.821434136558110484e-01,1.475670515219970946e+00,1.976707841833494461e+00,-1.936054018378181807e+00,7.019539226606513749e-01,1.193254087103323702e+00,-4.621343251479653524e+00,-3.300001200519697164e+01,-1.107007440835163159e+01,-3.467884779469768031e+00,-7.906022869033269007e-01,1.877357680610113044e-02
4.600000000000000200e-01,7.712336910727611849e-01,2.894075922842063164e+00,-1.980827615230788652e+00,-8.825471119988397284e-01,-1.323738470798312417e+00,1.643330286655042993e+00,1.744167948055754536e-01,1.435050859737459161e+00,2.009103515122479866e+00,-1.941797807988225433e+00,7.182160718360848239e-01,1.149162088303922635e+00,-4.701245096743406293e+00,-3.300000643918137655e+01,-1.109925480081530580e+01,-3.480670453218216220e+00,-7.797060154860957493e-01,1.930588217908127055e-02
4.620000000000000218e-01,7.716280376574568001e-01,2.897191969274145684e+00,-1.977009884834217246e+00,-8.864071229532407559e-01,-1.322399612433062366e+00,1.645897011294947809e+00,1.664079534989598708e-01,1.395134135212859672e+00,2.039855617877612826e+00,-1.948036687322830529e+00,7.341098395383751640e-01,1.106114344016581486e+00,-4.771008011426223661e+00,-3.299999576310498384e+01,-1.112669751985690247e+01,-3.492827052695638645e+00,-7.686651882048953777e-01,1.972205993780403593e-02
4.640000000000000235e-01,7.720079840761694401e-01,2.900222260420438403e+00,-1.973118152905243727e+00,-8.902708627039455092e-01,-1.321026722927447716e+00,1.648369013506443270e+00,1.581359137571538565e-01,1.356142274756572341e+00,2.068614743026714997e+00,-1.955515891666137929e+00,7.496347929848239389e-01,1.064416794357009532e+00,-4.831118898413901519e+00,-3.299998067998518536e+01,-1.115067064040664135e+01,-3.503786220333481083e+00,-7.579062241877515538e-01,1.994567690665694643e-02
4.660000000000000253e-01,7.723729766116871343e-01,2.903168494362802221e+00,-1.969156162708901592e+00,-8.941402972243940317e-01,-1.319620547387345910e+00,1.650748786957011660e+00,1.496185035012165820e-01,1.317997568766883454e+00,2.095487330190325626e+00,-1.963973206177938691e+00,7.648021017128436849e-01,1.023962441383438726e+00,-4.881536392397596735e+00,-3.299996490297555596e+01,-1.117181299795813665e+01,-3.513742045316481821e+00,-7.472713132269437342e-01,2.000294104745093879e-02
4.680000000000000271e-01,7.727224771067475739e-01,2.906032710846556011e+00,-1.965128188543745491e+00,-8.980185381201042372e-01,-1.318181838267304951e+00,1.653039297148346742e+00,1.408734329610947245e-01,1.280592824086943304e+00,2.120624672344519457e+00,-1.973047287255373483e+00,7.796240768782854991e-01,9.846036558238759895e-01,-4.922167148748394006e+00,-3.299995244141417317e+01,-1.119099670065595653e+01,-3.522963638313242996e+00,-7.365451594588794393e-01,1.993015976881237425e-02
4.700000000000000289e-01,7.730559474040875623e-01,2.908816949617014203e+00,-1.961038504708327856e+00,-9.019086969965940392e-01,-1.316711348021870842e+00,1.655243509582141170e+00,1.319184123667349884e-01,1.243820847559900855e+00,2.144178062465366796e+00,-1.982376791295580309e+00,7.941130296369990349e-01,9.461928084063262467e-01,-4.952917822837365591e+00,-3.299994730463907899e+01,-1.120909385664466384e+01,-3.531720109992360523e+00,-7.255124670199646353e-01,1.976364047936758628e-02
4.720000000000000306e-01,7.733728493464441245e-01,2.911523250419493891e+00,-1.956891385501202674e+00,-9.058138854593810185e-01,-1.315209829105590700e+00,1.657364389760089152e+00,1.227711519480840507e-01,1.207574446028905957e+00,2.166298793528941946e+00,-1.991600374695698950e+00,8.082812711448348342e-01,9.085822698587955326e-01,-4.973695070035593524e+00,-3.299995350198832256e+01,-1.122697657406881966e+01,-3.540280571022436096e+00,-7.139579400466063985e-01,1.953969058774293263e-02
4.740000000000000324e-01,7.736726447765547299e-01,2.914153652999312172e+00,-1.952691105220923928e+00,-9.097372151139835328e-01,-1.313678033973012305e+00,1.659404903183884006e+00,1.134493619350886440e-01,1.171746426337108682e+00,2.187138158511316099e+00,-2.000356693852868517e+00,8.221411125576437717e-01,8.716244109092895487e-01,-4.984405545714153618e+00,-3.299997504279997429e+01,-1.124551696107299037e+01,-3.548914132072068739e+00,-7.016662826752118054e-01,1.929461750256477107e-02
4.760000000000000342e-01,7.739547972421305655e-01,2.916710186273004268e+00,-1.948441922763122891e+00,-9.136817611415534168e-01,-1.312116713856849248e+00,1.661368000412222434e+00,1.039707536164853896e-01,1.136230526840409594e+00,2.206846034920356026e+00,-2.008287539379042030e+00,8.357048250510668019e-01,8.351728862933969211e-01,-4.984958508689916634e+00,-3.300001580602828710e+01,-1.126557963454200006e+01,-3.557887516515972237e+00,-6.884240865536156440e-01,1.906441116538593397e-02
4.780000000000000360e-01,7.742188641910762170e-01,2.919194282770174897e+00,-1.944147248719151566e+00,-9.176485926786922542e-01,-1.310526552698320524e+00,1.663255809029492882e+00,9.435309659307397623e-02,1.100971788259325512e+00,2.225494344416446779e+00,-2.015207316411184557e+00,8.489824779208076100e-01,7.991520664991789147e-01,-4.975406600599855622e+00,-3.300007248983878583e+01,-1.128761663586195496e+01,-3.567335969312699362e+00,-6.741218966028008630e-01,1.886757725731601568e-02
4.800000000000000377e-01,7.744645439826117750e-01,2.921606480052421073e+00,-1.939809220672600532e+00,-9.216357684913983883e-01,-1.308908133457661993e+00,1.665069221623747486e+00,8.461424797164693312e-02,1.065992238203916420e+00,2.243038024223397819e+00,-2.021189464060044294e+00,8.619808362116058165e-01,7.635924416032476847e-01,-4.956017630498987359e+00,-3.300013101654685244e+01,-1.131146087502824571e+01,-3.577197432345612160e+00,-6.588062552151640050e-01,1.869638370536483296e-02
4.820000000000000395e-01,7.746915465714792060e-01,2.923947242034873550e+00,-1.935429871451892270e+00,-9.256410996237813826e-01,-1.307262030785437679e+00,1.666809029155810862e+00,7.477207205982082383e-02,1.031320239496792412e+00,2.259422384974373532e+00,-2.026328737212229392e+00,8.747063930630465389e-01,7.285332342099635206e-01,-4.927077113461304059e+00,-3.300017642172856114e+01,-1.133689431402446957e+01,-3.587393611526914494e+00,-6.425365417368298360e-01,1.854093934490903470e-02
4.840000000000000413e-01,7.748995819124205875e-01,2.926217032632661752e+00,-1.931011233885449041e+00,-9.296623971199522440e-01,-1.305588819332210493e+00,1.668476022586506291e+00,6.484443316521248946e-02,9.969841549605644726e-01,2.274592737302535639e+00,-2.030719890754350221e+00,8.871656416147145618e-01,6.940136669236879330e-01,-4.888870564560797050e+00,-3.300019374096000035e+01,-1.136369891483423089e+01,-3.597846212768812446e+00,-6.253721355139237881e-01,1.839135301132528363e-02
4.860000000000000431e-01,7.750883599601777751e-01,2.928416315760915989e+00,-1.926555340801692662e+00,-9.336974720240212022e-01,-1.303889073748543570e+00,1.670070992876658389e+00,5.484919559543866702e-02,9.630123474178433618e-01,2.288494391841048969e+00,-2.034457679573014932e+00,8.993650750061948917e-01,6.600729623487822106e-01,-4.841683498871461211e+00,-3.300016800981726561e+01,-1.139165663944112694e+01,-3.608476941983510766e+00,-6.073724158925712935e-01,1.823773353999022864e-02
4.880000000000000449e-01,7.752575906694928465e-01,2.930545555334766572e+00,-1.922064225029045392e+00,-9.377441353800983759e-01,-1.302163368685000044e+00,1.671594730987090216e+00,4.480422365811608659e-02,9.294331796912396193e-01,2.301072659223075245e+00,-2.037636858554833452e+00,9.113111863770722021e-01,6.267503430896074201e-01,-4.785801431467288758e+00,-3.300008426387643112e+01,-1.142054944982875497e+01,-3.619207505083213761e+00,-5.885967622188975623e-01,1.807018976628052900e-02
